5900;0;0.02;-62.2802;-12.5582;0.225647;0.7;0;5.7058;0;0;0.109138;0
6000;0;0.02;-60.0342;-12.215;0.227381;0.7;0;2.79054;0;0;0.114937;0
6100;0;0.02;-59.3971;-12.4923;0.229099;0.7;0;4.52289;0;0;0.120801;0
6200;0;0.03;-62.4327;-12.2397;0.232785;0.7;0;3.62076;0;0;0.126737;0
6300;0;0.03;-68.9095;-9.59856;0.236447;0.7;0;3.59159;0;0;0.132807;0
6400;0;0.02;-21.6726;-11.3586;0.238075;0.7;0;4.58367;0;0;0.138975;0
6500;0;0.03;-54.6864;-12.3699;0.241666;0.7;0;4.03781;0;0;0.145286;0
6600;0;0.03;-60.3267;-12.587;0.245224;0.7;0;5.04203;0;0;0.151743;0
6700;0;0.02;-61.0259;-12.447;0.246754;0.7;0;5.54093;0;0;0.158337;0
6800;0;0.03;-66.5699;-9.09385;0.25027;0.7;0;5.38527;0;0;0.165038;0
6900;1;0.02;-65;-8.55824;0.251769;0.7;0;4.47421;0;0;0.171797;0
7000;0;0.02;-65.9052;-12.3486;0.253252;0.7;0;5.08107;0;0;0.178618;0
7100;0;0.02;-65.8364;-11.9278;0.254721;0.7;0;4.90151;0;0;0.185501;0
7200;0;0.02;-56.8115;-12.1314;0.256161;0.7;0;2.33007;0;0;0.192441;0
7300;0;0.03;-63.4223;-12.6657;0.259575;0.7;0;3.26376;0;0;0.19949;0
7400;0;0.02;-55.4819;-12.2296;0.260969;0.7;0;2.8573;0;0;0.206638;0
7500;0;0.03;20.0353;-11.0673;0.264333;0.7;0;2.54467;0;0;0.213859;0
7600;0;0.03;-63.0109;-12.5162;0.267665;0.7;0;3.953;0;0;0.221189;0
7700;0;0.02;-49.2407;-11.7594;0.268975;0.7;0;4.61399;0;0;0.228636;0
7800;0;0.04;-68.4631;-11.5633;0.274254;0.7;0;2.89633;0;0;0.236163;0
7900;0;0.02;-64.6667;-12.6868;0.275506;0.7;0;2.58999;0;0;0.243796;0
8000;1;0.03;-65;-8.6281;0.27874;0.7;0;4.90859;0;0;0.251523;0
8100;0;0.02;-58.2524;-12.266;0.279945;0.7;0;4.01609;0;0;0.259313;0
8200;0;0.03;-64.5398;-12.3459;0.283126;0.7;0;4.25734;0;0;0.267196;0
8300;0;0.03;-63.7363;-12.6709;0.286281;0.7;0;4.24146;0;0;0.275161;0
8400;0;0.03;-63.417;-12.6502;0.289401;0.7;0;4.42164;0;0;0.283208;0
8500;0;0.02;-62.6392;-12.6249;0.290498;0.7;0;4.96785;0;0;0.291368;0
8600;0;0.03;-66.0658;-11.7669;0.293582;0.7;0;6.3276;0;0;0.299599;0
8700;0;0.02;-57.6807;-12.326;0.294644;0.7;0;5.51238;0;0;0.307871;0
8800;0;0.03;-52.3675;-11.9916;0.297674;0.7;0;4.02015;0;0;0.316207;0
8900;0;0.02;-59.9562;-12.4458;0.298688;0.7;0;4.57597;0;0;0.324637;0
9000;0;0.03;-62.5493;-12.3988;0.30168;0.7;0;3.11188;0;0;0.333116;0
9100;0;0.02;-64.8841;-12.0488;0.302665;0.7;0;4.77643;0;0;0.341658;0
9200;0;0.03;-67.6242;-11.6758;0.305624;0.7;0;3.38866;0;0;0.350218;0
9300;0;0.03;-69.3858;-10.4285;0.30856;0.7;0;4.91349;0;0;0.358851;0
9400;0;0.02;-59.5443;-12.2734;0.30947;0.7;0;3.54377;0;0;0.367546;0
9500;0;0.03;-65.7305;-12.6539;0.312354;0.7;0;2.58637;0;0;0.376313;0
9600;0;0.02;-59.2148;-12.4475;0.313225;0.7;0;4.71301;0;0;0.385144;0
9700;0;0.03;-66.5487;-12.353;0.316076;0.7;0;4.3987;0;0;0.394011;0
9800;1;0.03;-65;-8.61921;0.318905;0.7;0;4.82924;0;0;0.402926;0
9900;0;0.02;-39.8817;-11.5623;0.319713;0.7;0;3.43817;0;0;0.411896;0
10000;0;0.03;-59.3068;-12.3992;0.322498;0.7;0;5.03229;0;0;0.420916;0
10100;0;0.03;-62.2558;-12.6638;0.325253;0.7;0;3.18323;0;0;0.42999;0
10200;0;0.03;-59.6708;-12.4129;0.327981;0.7;0;5.8164;0;0;0.439132;0
10300;0;0.03;-67.8784;-10.705;0.330686;0.7;0;5.49591;0;0;0.448332;0
10400;0;0.03;-64.1915;-12.5307;0.333369;0.7;0;5.73981;0;0;0.457582;0
10500;0;0.01;-64.6433;-11.9959;0.33205;0.7;0;6.37057;0;0;0.466876;0
10600;0;0.02;-60.096;-12.3153;0.332727;0.7;0;3.37525;0;0;0.476174;0
10700;0;0.02;-61.3005;-12.5189;0.333392;0.7;0;3.98198;0;0;0.485482;0
10800;0;0.03;-61.5824;-12.5661;0.336043;0.7;0;5.70873;0;0;0.494811;0
10900;0;0.02;-58.8448;-12.311;0.336669;0.7;0;1.94096;0;0;0.50417;0
11000;0;0.03;-52.7857;-11.9597;0.339283;0.7;0;4.13899;0;0;0.513574;0
11100;0;0.03;-62.685;-12.4136;0.341874;0.7;0;4.71943;0;0;0.523003;0
11200;0;0.02;-56.9261;-12.3322;0.342453;0.7;0;3.351;0;0;0.532474;0
11300;0;0.03;-68.4239;-11.2415;0.345014;0.7;0;3.42905;0;0;0.541964;0
11400;0;0.02;-55.461;-12.0526;0.345562;0.7;0;5.22335;0;0;0.551485;0
11500;0;0.03;-63.1463;-12.2817;0.348089;0.7;0;3.29742;0;0;0.561029;0
11600;0;0.03;-53.0467;-11.9692;0.350593;0.7;0;4.34079;0;0;0.570605;0
11700;0;0.02;-63.5969;-12.3863;0.351074;0.7;0;3.58833;0;0;0.580217;0
11800;0;0.03;-71.0237;-9.95627;0.353554;0.7;0;2.30325;0;0;0.589866;0
11900;0;0.02;-55.39;-12.4468;0.354017;0.7;0;5.2317;0;0;0.599513;0
12000;0;0.03;-61.96;-12.3657;0.356457;0.7;0;3.74559;0;0;0.609186;0
12100;0;0.03;-62.7581;-12.4269;0.358881;0.7;0;5.36457;0;0;0.61889;0
12200;0;0.03;-68.8336;-10.8386;0.361285;0.7;0;4.45188;0;0;0.628616;0
12300;0;0.03;-63.4167;-12.5838;0.363662;0.7;0;3.48439;0;0;0.638366;0
12400;0;0.03;-62.9941;-12.4635;0.366017;0.7;0;4.54783;0;0;0.648149;0
12500;0;0.02;-64.6917;-12.5467;0.366359;0.7;0;3.67914;0;0;0.657956;0
12600;0;0.03;-65.8197;-11.9224;0.368685;0.7;0;3.6839;0;0;0.667777;0
12700;0;0.03;-65.8615;-12.1764;0.370991;0.7;0;3.78877;0;0;0.677614;0
12800;0;0.02;-62.2222;-12.6253;0.371275;0.7;0;4.19974;0;0;0.68747;0
12900;0;0.03;-59.9302;-12.3721;0.373549;0.7;0;3.5506;0;0;0.697346;0
13000;0;0.02;-62.2889;-12.523;0.373817;0.7;0;5.32298;0;0;0.707231;0
13100;0;0.03;-60.6721;-12.2385;0.376065;0.7;0;3.98384;0;0;0.717121;0
13200;0;0.03;-68.2234;-10.9369;0.378295;0.7;0;3.89314;0;0;0.727026;0
13300;0;0.01;-61.3167;-12.5807;0.376522;0.7;0;4.55413;0;0;0.736945;0
13400;0;0.01;-31.5126;-11.4841;0.374761;0.7;0;3.70847;0;0;0.746866;0
13500;0;0.03;-58.7803;-11.9532;0.376992;0.7;0;3.09982;0;0;0.756778;0
13600;0;0.02;-63.5141;-12.0822;0.377224;0.7;0;3.15953;0;0;0.766696;0
13700;0;0.03;-68.427;-10.1258;0.379446;0.7;0;5.03672;0;0;0.776613;0
13800;0;0.03;-68.5833;-12.0238;0.381646;0.7;0;3.50446;0;0;0.786537;0
13900;0;0.02;-57.6419;-12.4522;0.381827;0.7;0;6.26101;0;0;0.796476;0
14000;0;0.03;-63.0604;-12.6259;0.383992;0.7;0;3.92097;0;0;0.806426;0
14100;0;0.03;-63.5676;-12.3314;0.386142;0.7;0;4.41899;0;0;0.816384;0
14200;0;0.03;-66.0891;-12.0223;0.388269;0.7;0;4.53565;0;0;0.826349;0
14300;0;0.03;-66.7541;-11.9238;0.390381;0.7;0;4.04021;0;0;0.836324;0
14400;0;0.03;-64.3319;-11.9273;0.392469;0.7;0;4.10835;0;0;0.846305;0
14500;0;0.02;-61.0376;-12.5491;0.392546;0.7;0;3.52987;0;0;0.856293;0
14600;0;0.03;-60.4962;-12.413;0.394608;0.7;0;4.12948;0;0;0.866284;0
14700;0;0.03;-61.8906;-12.4127;0.396645;0.7;0;4.59825;0;0;0.876278;0
14800;0;0.03;-65.3291;-12.2302;0.398667;0.7;0;3.36166;0;0;0.886276;0
14900;0;0.02;-60.942;-12.6802;0.39868;0.7;0;4.15652;0;0;0.896275;0
15000;0;0.03;-67.5536;-11.0988;0.400686;0.7;0;5.6719;0;0;0.906275;0
15100;0;0.02;-61.3854;-12.2536;0.40068;0.7;0;3.57168;0;0;0.916274;0
15200;0;0.02;-62.6049;-12.2722;0.400671;0.7;0;4.33013;6.14683e-05;0;0.926274;0
15300;0;0.02;-62.9366;-12.6706;0.40066;0.7;0;4.24564;0.000146285;0;0.936274;0
15400;0;0.02;-61.9574;-12.0453;0.400646;0.7;0;2.27835;0.000239472;0;0.946274;0
15500;0;0.03;-63.8334;-12.2847;0.402632;0.7;0;3.42986;0.000375873;0;0.956274;0
15600;0;0.03;-69.0255;-10.8114;0.404601;0.7;0;4.8859;0.00050937;0;0.966273;0
15700;0;0.03;-69.7333;-11.3322;0.406552;0.7;0;2.60811;0.000796751;0;0.976272;0
15800;0;0.02;-63.4111;-12.587;0.406488;0.7;0;4.45882;0.00125397;0;0.986268;0
15900;0;0.02;-53.634;-11.7343;0.406422;0.7;0;4.34985;0.00184989;0;0.996261;0
16000;0;0.03;-63.0932;-12.6978;0.408341;0.7;0;3.64738;0.00246974;0;1.00625;0
16100;0;0.02;-64.2902;-12.7504;0.408263;0.7;0;6.39678;0.00322739;0;1.01624;0
16200;0;0.03;-70.3477;-10.3661;0.410174;0.7;0;3.48848;0.00395301;0;1.02623;0
16300;0;0.03;-68.9188;-10.8387;0.412072;0.7;0;4.73784;0.0047837;0;1.03622;0
16400;0;0.02;-34.3056;-11.7395;0.41195;0.7;0;4.4077;0.00573743;0;1.04621;0
16500;0;0.03;-64.8569;-12.7555;0.413813;0.7;0;3.32968;0.00688261;0;1.05618;0
16600;0;0.02;-58.4652;-12.3395;0.413671;0.7;0;4.31296;0.00817084;0;1.06615;0
16700;0;0.03;-60.1045;-12.3357;0.415521;0.7;0;4.69102;0.00950641;0;1.07612;0
16800;0;0.03;-58.8317;-12.1905;0.41735;0.7;0;2.96081;0.0109136;0;1.08609;0
16900;0;0.03;-63.3734;-12.5438;0.419165;0.7;0;5.13025;0.0125202;0;1.09604;0
17000;0;0.03;-69.8263;-10.6519;0.420969;0.7;0;3.91114;0.0142676;0;1.10599;0
17100;0;0.03;-69.512;-11.0403;0.422759;0.7;0;2.40311;0.0161111;0;1.11593;0
17200;0;0.02;-58.1546;-12.1134;0.422529;0.7;0;2.03952;0.018097;0;1.12586;0
17300;0;0.03;-68.5903;-12.0811;0.424296;0.7;0;2.90269;0.0202581;0;1.13578;0
17400;0;0.03;-67.4598;-12.1047;0.426047;0.7;0;3.89226;0.0224599;0;1.1457;0
17500;0;0.02;-60.5671;-12.443;0.425791;0.7;0;4.48747;0.024814;0;1.1556;0
17600;0;0.03;-50.137;-11.9326;0.427517;0.7;0;3.52173;0.0272297;0;1.1655;0
17700;1;0.04;-65;-8.87885;0.431226;0.7;0;4.89322;0.0298142;0;1.17539;0
17800;0;0.02;-51.711;-11.9212;0.430917;0.7;0;3.93773;0.0325714;0;1.18526;0
17900;0;0.03;-66.4288;-12.7152;0.432592;0.7;0;2.78758;0.0354937;0;1.19511;0
18000;0;0.03;-57.4322;-12.3011;0.434252;0.7;0;4.55301;0.0385677;0;1.20495;0
18100;0;0.03;-62.7191;-12.2518;0.435899;0.7;0;3.57299;0.0417805;0;1.21477;0
18200;0;0.03;-69.2751;-9.97579;0.437533;0.7;0;4.08044;0.0451228;0;1.22458;0
18300;0;0.02;-58.074;-11.9805;0.437162;0.7;0;5.28842;0.048578;0;1.23437;0
18400;0;0.03;-63.491;-12.407;0.438781;0.7;0;3.88102;0.052085;0;1.24416;0
18500;0;0.03;-66.2042;-12.2581;0.440389;0.7;0;4.03047;0.0556863;0;1.25394;0
18600;0;0.02;-68.3129;-9.22327;0.439996;0.7;0;3.24153;0.05939;0;1.2637;0
18700;0;0.02;-64.826;-12.2442;0.439601;0.7;0;3.56328;0.0631036;0;1.27347;0
18800;0;0.02;-56.6448;-12.4175;0.439204;0.7;0;4.59195;0.066829;0;1.28323;0
18900;0;0.03;-68.0818;-9.76144;0.440807;0.7;0;4.44435;0.070581;0;1.29299;0
19000;0;0.02;-49.2463;-12.0863;0.4404;0.7;0;5.74364;0.0743313;0;1.30274;0
19100;0;0.02;-53.8551;-12.2567;0.439988;0.7;0;4.98959;0.0781692;0;1.31249;0
19200;0;0.02;-64.0958;-12.3359;0.439583;0.7;0;2.93171;0.0820583;0;1.32223;0
19300;0;0.02;-63.3043;-12.5683;0.439188;0.7;0;3.66872;0.0858833;0;1.33198;0
19400;0;0.03;-63.9635;-12.6007;0.440789;0.7;0;3.12078;0.0896056;0;1.34174;0
19500;0;0.03;-71.0065;-11.393;0.442374;0.7;0;2.01613;0.0933751;0;1.3515;0
19600;0;0.02;-61.6946;-12.5418;0.441956;0.7;0;4.93609;0.097293;0;1.36123;0
19700;0;0.03;-69.1743;-10.761;0.443533;0.7;0;4.00513;0.101241;0;1.37097;0
19800;0;0.02;-63.5655;-12.3592;0.443098;0.7;0;2.46623;0.105233;0;1.38069;0
19900;0;0.01;-62.2886;-12.5947;0.440674;0.7;0;3.71227;0.109333;0;1.3904;0
20000;0;0.03;-59.0637;-12.2744;0.442256;0.7;0;5.87778;0.113332;0;1.40013;0
20100;0;0.03;-58.6601;-12.2811;0.443817;0.7;0;2.5522;0.117282;0;1.40986;0
20200;1;0.03;-65;-8.76694;0.445377;0.7;0;5.65205;0.121418;0;1.41956;0
20300;0;0.02;-67.6136;-11.5807;0.444936;0.7;0;4.01284;0.125573;0;1.42927;0
20400;0;0.02;-59.7282;-12.521;0.444486;0.7;0;3.82289;0.129726;0;1.43897;0
20500;0;0.03;-61.8962;-12.5266;0.446029;0.7;0;6.07633;0.133968;0;1.44866;0
20600;0;0.03;-65.4596;-12.4012;0.447564;0.7;0;4.34383;0.138269;0;1.45834;0
20700;0;0.03;-69.4723;-10.6554;0.449087;0.7;0;3.557;0.142657;0;1.46801;0
20800;0;0.02;-62.3967;-12.3682;0.448599;0.7;0;3.79109;0.147147;0;1.47766;0
20900;0;0.03;-66.4221;-11.5588;0.450107;0.7;0;5.67729;0.151732;0;1.4873;0
21000;0;0.02;-65.9852;-11.6264;0.449612;0.7;0;5.79976;0.156355;0;1.49693;0
21100;1;0.03;-65;-8.96865;0.451115;0.7;0;1.83914;0.16101;0;1.50656;0
21200;0;0.03;-68.5806;-9.02285;0.452605;0.7;0;3.13691;0.165681;0;1.51618;0
21300;0;0.02;-69.9874;-10.9517;0.45209;0.7;0;3.31077;0.170472;0;1.52578;0
21400;0;0.03;-66.9454;-9.29195;0.45357;0.7;0;4.75082;0.175303;0;1.53538;0
21500;0;0.02;-62.6747;-12.5036;0.453043;0.7;0;4.40406;0.180181;0;1.54497;0
21600;0;0.02;-62.3178;-12.5711;0.452521;0.7;0;4.93237;0.185121;0;1.55454;0
21700;0;0.03;-64.4027;-12.6265;0.453983;0.7;0;3.4275;0.190016;0;1.56413;0
21800;0;0.03;-68.1034;-11.6366;0.455439;0.7;0;2.88163;0.195061;0;1.57368;0
21900;0;0.02;-65.7339;-12.9576;0.454886;0.7;0;2.88778;0.20015;0;1.58323;0
22000;0;0.02;-53.6143;-12.0121;0.454335;0.7;0;4.06252;0.205325;0;1.59277;0
22100;0;0.04;-67.9016;-10.1085;0.457772;0.7;0;5.66244;0.210479;0;1.60231;0
22200;0;0.02;-66.5345;-12.3537;0.457202;0.7;0;4.02066;0.215742;0;1.61182;0
22300;0;0.02;-58.7386;-12.3111;0.456631;0.7;0;4.45336;0.221065;0;1.62133;0
22400;0;0.02;-59.0475;-12.4676;0.456057;0.7;0;4.27104;0.226392;0;1.63083;0
22500;0;0.03;-60.2513;-12.3361;0.457487;0.7;0;5.11786;0.231748;0;1.64033;0
22600;0;0.01;-59.5502;-12.3405;0.45493;0.7;0;3.39834;0.237072;0;1.64984;0
22700;0;0.03;-66.9214;-11.7522;0.456372;0.7;0;4.85935;0.242281;0;1.65937;0
22800;0;0.03;-66.5917;-12.3525;0.457804;0.7;0;2.89511;0.247499;0;1.66889;0
22900;0;0.03;-69.8016;-10.692;0.459223;0.7;0;4.38239;0.252803;0;1.6784;0
23000;0;0.02;-57.2807;-12.406;0.458634;0.7;0;5.71062;0.25822;0;1.68789;0
23100;0;0.03;-46.6293;-11.9784;0.460034;0.7;0;4.82142;0.26371;0;1.69736;0
23200;0;0.04;-69.9218;-9.76262;0.463416;0.7;0;3.90248;0.269292;0;1.70681;0
23300;0;0.03;-66.7625;-11.6003;0.464781;0.7;0;5.07659;0.275033;0;1.71623;0
23400;0;0.02;-62.0916;-12.4826;0.464136;0.7;0;3.40085;0.28092;0;1.72562;0
23500;0;0.03;-51.8314;-11.96;0.465481;0.7;0;5.0364;0.286886;0;1.73499;0
23600;0;0.03;-52.3821;-11.9826;0.466812;0.7;0;5.59885;0.292938;0;1.74434;0
23700;0;0.03;-58.398;-12.3506;0.46813;0.7;0;4.63279;0.29911;0;1.75366;0
23800;0;0.03;-57.4586;-12.0696;0.469436;0.7;0;2.58485;0.305386;0;1.76296;0
23900;0;0.02;-58.8592;-12.2469;0.468736;0.7;0;3.77384;0.311755;0;1.77223;0
24000;0;0.01;-67.6146;-8.94968;0.466071;0.7;0;4.34426;0.31818;0;1.78149;0
24100;0;0.02;-55.7121;-12.3434;0.465415;0.7;0;5.57881;0.324305;0;1.79082;0
24200;0;0.03;-67.5653;-10.9681;0.466754;0.7;0;4.89234;0.330365;0;1.80017;0
24300;0;0.02;-63.5959;-12.6095;0.466091;0.7;0;2.87073;0.336466;0;1.8095;0
24400;0;0.03;-69.1236;-10.7423;0.467429;0.7;0;4.13295;0.342586;0;1.81884;0
24500;0;0.02;-60.9028;-12.5769;0.466758;0.7;0;5.5632;0.348698;0;1.82817;0
24600;0;0.03;-54.8109;-12.2083;0.468078;0.7;0;5.01463;0.354883;0;1.83749;0
24700;1;0.03;-65;-8.48186;0.469387;0.7;0;3.91504;0.361144;0;1.84679;0
24800;0;0.02;-66.7525;-12.4435;0.468703;0.7;0;3.5368;0.367487;0;1.85607;0
24900;0;0.03;-66.0714;-12.6986;0.470004;0.7;0;2.6862;0.37378;0;1.86536;0
25000;0;0.01;-62.9838;-12.5668;0.467311;0.7;0;4.29682;0.380193;0;1.87462;0
25100;0;0.03;-68.9855;-11.2947;0.468634;0.7;0;3.90559;0.386558;0;1.8839;0
25200;0;0.02;-69.4868;-10.165;0.467959;0.7;0;4.18198;0.392793;0;1.8932;0
25300;0;0.03;-68.9855;-10.0646;0.469279;0.7;0;5.0831;0.399007;0;1.90251;0
25400;1;0.03;-65;-8.59118;0.470589;0.7;0;3.35558;0.405266;0;1.91181;0
25500;0;0.02;-59.6824;-12.1937;0.469888;0.7;0;3.38971;0.411609;0;1.92109;0
25600;0;0.03;-71.1826;-10.0265;0.471183;0.7;0;2.60177;0.418031;0;1.93035;0
25700;0;0.01;-63.2667;-12.5832;0.46848;0.7;0;2.51409;0.424496;0;1.9396;0
25800;0;0.02;-24.4654;-11.4901;0.467791;0.7;0;5.76155;0.430938;0;1.94885;0
25900;0;0.03;-62.1038;-12.4432;0.469099;0.7;0;4.37431;0.43727;0;1.95813;0
26000;0;0.03;-62.2659;-12.4912;0.470399;0.7;0;3.07845;0.443627;0;1.96741;0
26100;0;0.04;-70.1386;-9.66403;0.47368;0.7;0;3.60323;0.450053;0;1.97667;0
26200;0;0.02;-67.456;-11.7924;0.472951;0.7;0;4.13756;0.45663;0;1.98589;0
26300;0;0.02;-66.8174;-12.0996;0.472228;0.7;0;2.76077;0.463284;0;1.99508;0
26400;0;0.03;-69.1301;-10.1112;0.473505;0.7;0;4.57762;0.469881;0;2.0043;0
26500;0;0.03;-68.6126;-12.2087;0.474768;0.7;0;1.77528;0.476494;0;2.01351;0
26600;0;0.03;-66.8638;-11.4862;0.476015;0.7;0;4.9588;0.483211;0;2.02269;0
26700;0;0.02;-59.4827;-12.5215;0.475255;0.7;0;4.7656;0.490052;0;2.03183;0
26800;0;0.03;-62.0476;-12.5989;0.476492;0.7;0;6.19333;0.496946;0;2.04096;0
26900;0;0.03;-63.2751;-12.4693;0.477719;0.7;0;4.19318;0.503866;0;2.05008;0
27000;0;0.03;-62.2467;-12.3337;0.478933;0.7;0;3.33199;0.510863;0;2.05918;0
27100;0;0.02;-61.7598;-12.704;0.478147;0.7;0;5.46471;0.517956;0;2.06825;0
27200;0;0.03;-61.3238;-12.5309;0.479354;0.7;0;4.07776;0.52505;0;2.07732;0
27300;1;0.03;-65;-8.65332;0.480562;0.7;0;5.79559;0.532197;0;2.08638;0
27400;0;0.02;-58.9166;-12.3662;0.479765;0.7;0;5.56274;0.539337;0;2.09543;0
27500;0;0.03;-62.631;-12.0271;0.480959;0.7;0;4.5015;0.546511;0;2.10448;0
27600;0;0.03;-64.9179;-12.6263;0.482144;0.7;0;3.50607;0.553751;0;2.1135;0
27700;0;0.02;-51.0803;-12.0075;0.481322;0.7;0;6.48236;0.561059;0;2.12251;0
27800;0;0.03;-65.5858;-12.4767;0.482498;0.7;0;4.43894;0.568417;0;2.13149;0
27900;0;0.03;-65.0274;-12.6855;0.483667;0.7;0;4.50735;0.575795;0;2.14047;0
28000;0;0.03;-66.1573;-11.9888;0.484828;0.7;0;3.78481;0.583224;0;2.14944;0
28100;0;0.02;-62.5067;-12.4509;0.483985;0.7;0;3.40056;0.5907;0;2.15838;0
28200;0;0.02;-55.5792;-12.2811;0.483144;0.7;0;4.16047;0.598215;0;2.16731;0
28300;0;0.03;-63.9713;-12.6429;0.484301;0.7;0;4.19954;0.605703;0;2.17626;0
